2026-09-24 02:31:21 | llm | default_trace_id | INFO | {"event_id": "5d4d454b-baf4-45d3-9fe3-8e65a9d28123", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:21.325837+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:31:21 | llm | default_trace_id | INFO | {"event_id": "3751caac-8c2d-484e-ade5-e4bc968ff5b9", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:21.326472+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:31:36 | llm | default_trace_id | INFO | {"event_id": "14043ad8-4072-471e-b079-0b18a0b5e619", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:36.267968+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:31:36 | llm | default_trace_id | INFO | {"event_id": "f1bc2ebb-ea9b-4c07-89bd-c554e85ac3a1", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:36.268602+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:31:58 | llm | default_trace_id | INFO | {"event_id": "0fbfe2ba-0199-449c-8a20-cfae34373e99", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.357947+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:31:58 | llm | default_trace_id | INFO | {"event_id": "1a04855d-4182-4063-a31c-09c080d96e7a", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:31:58.358575+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:32:10 | llm | default_trace_id | INFO | {"event_id": "3baa5aa7-b6a3-4b46-bbff-0030da06b1b2", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:32:10.213948+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:32:10 | llm | default_trace_id | INFO | {"event_id": "e2769956-2bef-4d9c-837a-d250929b012d", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:32:10.214530+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:33:21 | llm | default_trace_id | INFO | {"event_id": "8ffbd702-1188-4030-a245-6fe26f6152de", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:21.722771+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:33:21 | llm | default_trace_id | INFO | {"event_id": "54d33011-03f8-4c9e-8248-35bb748390ed", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:21.723482+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:33:31 | llm | default_trace_id | INFO | {"event_id": "6147ccf4-abc6-48a1-8159-0b41efa71476", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:31.566457+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0, "max_tokens": 1024, "top_p": 0.1, "is_stream": false, "extra_params": {}}
2026-09-24 02:33:31 | llm | default_trace_id | INFO | {"event_id": "5f02b0c9-d688-46af-98d6-7f9b5a4e0887", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:31.567035+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:33:32 | llm | default_trace_id | ERROR | {"event_id": "69a4828c-9f2e-4b1f-b110-d519f3363cb0", "event_type": "llm_call_error", "log_level": "ERROR", "timestamp": "2026-09-24T02:33:32.653675+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "OpenAI API async invoke error.", "exception": "Error code: 400 - {'error': {'code': 'ModelArts.81001', 'message': \"request param validation error, Value error, message[0].content[0] has unsupported content type: 'image_url', only supported type(s): 'text'. \", 'param': None, 'type': 'BadRequest'}, 'error_code': 'ModelArts.81001', 'error_msg': \"request param validation error, Value error, message[0].content[0] has unsupported content type: 'image_url', only supported type(s): 'text'. \", 'span_id': '27c05c22482a23187a2483ad9baa7d6c'}", "metadata": {}, "model_name": "glm-5.2", "model_provider": "OpenAI", "messages": [{"role": "user", "content": [{"type": "image_url", "image_url": {"url": "data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAIAAAD8GO2jAAAAKElEQVR4nO3NsQ0AAAzCMP5/un0CNkuZ41wybXsHAAAAAAAAAAAAxR4yw/wuPL6QkAAAAABJRU5ErkJggg=="}}, {"type": "text", "text": "What color is this image? Reply with one word."}]}], "temperature": 0, "max_tokens": 1024, "top_p": 0.1, "is_stream": false}
2026-09-24 02:33:32 | llm | default_trace_id | INFO | {"event_id": "0105cabf-2e1e-4721-93e1-303a98b39886", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:32.661140+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:33:32 | llm | default_trace_id | INFO | {"event_id": "a8e10073-d166-40d1-ac48-57e89cc6c61e", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:32.661744+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
2026-09-24 02:33:42 | llm | default_trace_id | INFO | {"event_id": "ce2fc696-9f70-4498-a6a1-98e95815c017", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:42.834573+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before request chat model, LLM request params ready.", "metadata": {"client_name": "OpenAI client"}, "model_name": "glm-5.2", "model_provider": "OpenAI", "temperature": 0.95, "top_p": 0.1, "is_stream": true, "extra_params": {}}
2026-09-24 02:33:42 | llm | default_trace_id | INFO | {"event_id": "ec768e0e-8874-4aea-958d-8f26d3a1134f", "event_type": "llm_call_start", "log_level": "INFO", "timestamp": "2026-09-24T02:33:42.835193+08:00", "module_type": "llm", "module_id": "llm", "module_name": "llm", "status": "success", "message": "Before create openai client, model client config params ready.", "metadata": {}, "is_stream": false, "timeout": 1800.0, "max_retries": 3}
