2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "1eb4cce3-fd99-4747-a39d-bc65402273db", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.834873+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent", "resource_type": "sys_operation", "tag": "__global__", "card": "id=proactive_agent_proactive_agent,name="}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "1a62c69b-978f-4b0f-82e4-49df474f4f3f", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.858997+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.code.execute_code", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.code.execute_code,name=execute_code"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "77d9cc87-3e85-4c61-b156-5ae7aab2c9e1", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.859276+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.code.execute_code_stream", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.code.execute_code_stream,name=execute_code_stream"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "1d612cf9-56f7-47d5-a45e-5d5114d8da91", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.859467+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.read_file", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.read_file,name=read_file"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "0da31c56-e63e-40a2-96f6-470ebf8c7fc7", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.859638+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.read_file_stream", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.read_file_stream,name=read_file_stream"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "0fbd9cea-125c-442c-a029-dd37c96d6772", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.859811+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.write_file", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.write_file,name=write_file"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "0f506d6a-80f6-4aa5-9517-06c1b38c53af", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.859972+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.upload_file", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.upload_file,name=upload_file"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "b30c993e-3dbd-457b-b65a-cb5ebd2bc076", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.860125+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.upload_file_stream", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.upload_file_stream,name=upload_file_stream"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "48455671-6997-4713-a0f2-8921d9f107da", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.860332+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.download_file", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.download_file,name=download_file"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "0b3cd9ce-0292-4118-93b0-afc969a518e8", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.860500+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.download_file_stream", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.download_file_stream,name=download_file_stream"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "a721c281-1b83-4d81-9982-3790d324bca5", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.860659+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.list_files", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.list_files,name=list_files"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "ed629c20-e3f2-488d-bd8f-255197f32918", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.860827+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.list_directories", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.list_directories,name=list_directories"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "ff00feb0-7952-40c6-82df-d7bfcf4310d5", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.860981+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.fs.search_files", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.fs.search_files,name=search_files"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "a205b1f1-b4e2-43c1-900e-2f45be89d553", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.861125+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.shell.execute_cmd", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.shell.execute_cmd,name=execute_cmd"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "aeb2dc9c-c0d5-463b-960d-8b44426ce83f", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.861304+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.shell.execute_cmd_stream", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.shell.execute_cmd_stream,name=execute_cmd_stream"}
2026-09-24 02:31:00 | runner | default_trace_id | INFO | {"event_id": "4a4d1748-0f0d-4be4-8416-ca8f1df8abb6", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:00.861466+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "proactive_agent_proactive_agent.shell.execute_cmd_background", "resource_type": "tool", "tag": "__global__", "card": "id=proactive_agent_proactive_agent.shell.execute_cmd_background,name=execute_cmd_background"}
2026-09-24 02:31:19 | runner | default_trace_id | INFO | {"event_id": "75f7f439-79a7-438e-ae68-ad303eaeea36", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:19.234515+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "b7d17387f31f4f619f73fa7070f36819", "resource_type": "tool", "tag": "__global__", "card": "id=b7d17387f31f4f619f73fa7070f36819,name=wiki_ingest"}
2026-09-24 02:31:19 | runner | default_trace_id | INFO | {"event_id": "b15b6202-f21e-45ae-9e56-3f6e6f1b4625", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:19.234791+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "d4947482d07c4e0c9e779d45ec8d365f", "resource_type": "tool", "tag": "__global__", "card": "id=d4947482d07c4e0c9e779d45ec8d365f,name=wiki_query"}
2026-09-24 02:31:19 | runner | default_trace_id | INFO | {"event_id": "e4afe0d4-adc5-401f-8d59-60757a5185f2", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:19.234983+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "b34eb87fba754dc8810bf76a4b895424", "resource_type": "tool", "tag": "__global__", "card": "id=b34eb87fba754dc8810bf76a4b895424,name=wiki_lint"}
2026-09-24 02:31:19 | runner | default_trace_id | INFO | {"event_id": "9d1ed2b1-00ea-48b1-80df-df542c6c7b7c", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:19.235299+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "WebFreeSearchTool_jiuwenswarm", "resource_type": "tool", "tag": "__global__", "card": "id=WebFreeSearchTool_jiuwenswarm,name=free_search"}
2026-09-24 02:31:19 | runner | default_trace_id | INFO | {"event_id": "1b79f7c9-9aed-4ca2-86bd-efd0c699efe4", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:19.235565+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "WebFetchWebpageTool_jiuwenswarm", "resource_type": "tool", "tag": "__global__", "card": "id=WebFetchWebpageTool_jiuwenswarm,name=fetch_webpage"}
2026-09-24 02:31:19 | runner | default_trace_id | INFO | {"event_id": "f95dea76-4257-4991-8005-23eb3138a7c7", "event_type": "add_resource", "log_level": "INFO", "timestamp": "2026-09-24T02:31:19.264811+08:00", "module_type": "system", "module_id": "runner", "module_name": "runner", "status": "success", "message": "add resource succeed", "metadata": {}, "resource_id": "AudioMetadataTool_jiuwenswarm", "resource_type": "tool", "tag": "__global__", "card": "id=AudioMetadataTool_jiuwenswarm,name=audio_metadata"}
